-5.5686,-0.25983,-0.076073,-2.8312,-0.053679,-0.016235,0.58472,3.0586,2.9839,1.9367,0.1099,-0.15457,-2.2451,0.21693,1.9082,1.395,-0.87194,0.69528,-3.2126,0.72271
-7.2182,-7.4831,0.26064,7.9866,2.9991,-0.11909,2.4029,1.058,-0.6345,-0.65543,-2.3959,-0.90987,-4.7336,0.64244,0.33065,2.5493,0.21687,0.2568,1.4883,2.4739
-2.7069,1.5812,-0.54239,-2.2409,-1.7957,1.9475,-2.0487,1.5933,0.95745,1.394,-1.8285,-0.29739,-1.3952,-0.025755,3.2616,-0.9347,-1.8424,-1.6586,0.92729,2.0407
10.133,1.3673,1.3235,0.66853,-2.9132,0.03249,1.2954,-0.4017,0.89514,0.0060786,-2.3983,0.91048,-1.2405,-1.272,-1.4153,0.027718,-1.373,0.85846,-0.62231,0.95766
1.0996,8.1503,1.4331,4.2236,1.9616,-5.676,0.39352,-0.13952,-0.78861,0.11901,-0.15365,-0.8363,-3.8704,1.3249,1.47,0.2044,0.0063926,-2.1339,2.32,-0.89206
-1.4561,-1.9457,0.83679,-2.304,1.733,0.64774,-1.5285,-1.3689,0.49905,0.14692,-1.3924,-1.0353,-1.7891,0.20918,1.1085,-0.34206,1.0508,1.184,0.48087,1.3043
-5.3954,2.2163,-0.038789,-1.8066,1.5644,0.79417,1.7968,-0.21524,-0.52193,0.54907,0.49133,-1.0202,2.2949,1.2476,0.8556,0.065286,-0.55768,-2.1638,-0.34438,1.0397
-5.0665,2.756,-0.65466,-1.6653,-1.1185,3.6487,0.1803,0.35506,1.1057,-0.60277,0.82165,0.56428,-1.5934,-0.45031,1.563,-4.0666,-1.6219,-1.2618,1.8236,0.50397
-1.0086,0.23595,0.73599,0.68179,-0.66771,2.4754,4.3306,2.1821,0.44153,2.4533,-1.0418,-0.64429,0.41678,-2.7753,0.94168,1.963,-1.3751,-1.9755,-0.6522,0.8367
6.9901,0.18735,-0.1338,-2.0387,-5.0647,-1.9227,2.2072,-1.5476,2.064,1.4187,1.9364,-1.4469,0.25697,-1.6358,0.95628,-1.0591,-0.032311,1.0535,1.4454,1.3758
-5.3905,-7.4347,0.20414,6.1203,2.5239,1.3126,1.8608,-0.0095035,-2.52,-0.21207,-2.1947,-0.98852,-4.304,-1.3021,3.2168,0.29826,-1.7203,-1.4738,1.1999,0.60035
-2.8189,-1.7429,0.72178,-3.3015,0.49329,-0.7028,0.12783,0.45499,0.50286,-1.0557,1.4283,1.753,-0.020463,-0.25011,-0.7047,-0.97979,-0.83226,1.3782,0.095352,2.3165
-2.3055,-0.39932,0.0090843,-3.5601,-1.1328,-0.73036,-0.69344,-0.72723,1.0498,-1.8385,0.064716,-1.2925,-0.11059,2.1213,1.3607,-1.5299,-1.4339,1.3736,1.665,0.29138
10.778,1.4734,1.0765,-1.6569,1.7113,-0.02624,0.31661,2.2522,-0.17451,-1.1233,1.3409,-0.39602,-1.0525,1.9137,1.4967,1.9882,0.86705,0.31442,-0.35467,-1.0875
-3.2738,0.64489,0.27956,-2.7829,0.6903,2.6475,3.7123,-0.23505,0.1616,-0.42408,0.39049,-0.42741,-0.39862,0.51083,2.7732,1.2371,-1.6561,-0.42238,0.75433,-0.57112
-1.229,-2.2664,0.63216,-3.2199,-0.29944,-0.75954,0.894,0.099642,0.98482,-0.73515,-0.67054,0.18192,-1.841,0.27022,-1.1297,-1.7201,-0.29436,0.18368,0.11911,2.089
9.3397,2.4433,1.2884,1.1111,0.1987,0.68997,0.67994,0.31789,-0.50124,-2.8239,-1.0938,0.9566,0.54743,-3.5634,-0.60068,1.3151,-3.1221,-1.7313,-0.87794,0.88683
-5.2632,-0.40564,-0.13188,-2.4532,-0.42584,0.35689,-0.428,0.38364,0.011251,1.5407,-0.58979,-1.6148,-0.74585,0.85832,1.5841,1.1094,2.9142,-0.18885,1.9198,0.86559
-6.4005,-5.1564,-0.68019,5.8026,2.6145,-0.23001,0.83746,1.0625,0.74749,-0.77497,0.79732,1.5437,-2.1923,0.60855,2.2949,1.3257,-0.47493,1.4835,-2.5826,-3.1462
-1.8539,-8.4209,1.568,6.0191,0.090177,-1.5687,-0.24262,-0.098802,-1.9359,0.37378,-1.6222,-0.24763,1.9353,-0.25674,-1.2365,1.6782,1.1866,-2.8681,-1.3353,-2.0424
-5.1601,-6.6854,0.83446,6.9919,-0.54688,0.48245,-2.4343,0.9263,0.25024,0.24361,0.82656,-3.1094,-0.78591,-0.13961,0.26223,-4.7857,-2.0844,2.6738,2.478,-2.2502
