0.79063,-2.2688,12.402,0.90152,-1.0921,-2.3357,-1.5795,-0.86488,-0.097469,-1.3518,-1.7253,1.0576,1.1851,-0.68261,-2.3626,0.16756,1.4351,1.0961,-1.585,1.7898,-1.2613,-1.7981,0.54287,0.53331,0.9344,0.9605,3.0365,-0.51114,-2.0652,-2.0418
-1.6153,-4.7856,12.643,4.0929,-2.807,-0.79621,-2.8106,0.071995,-2.829,-1.647,-0.45476,-1.8737,1.3525,-0.33302,-1.436,-0.70392,-1.3483,0.4795,-0.19195,-2.4717,-2.3371,-0.50452,1.8905,0.22174,2.5386,-1.2617,-2.3299,0.72838,-2.7524,4.8567
-5.0234,-3.8205,7.9587,9.3218,5.0683,3.0134,0.077371,5.0525,1.4164,0.93873,2.5481,-2.3123,0.16061,0.13515,-0.72126,-3.4765,1.3704,1.2589,-3.6903,-0.66102,-1.7941,0.21789,-1.7417,-0.9196,-0.10949,-3.3004,-0.085782,-1.3023,2.2616,0.59039
0.46012,3.8668,1.2882,-1.0925,2.0463,4.7018,5.6028,-4.0221,-0.31233,-0.3043,-0.14329,-0.281,-3.2571,-2.1672,-1.3867,-1.3501,-0.24312,0.9026,-0.35947,2.0111,1.168,-1.9126,-0.80484,-1.0658,0.71921,-0.067269,-0.19171,-0.78434,-0.34996,-0.45729
4.042,-5.2693,0.28472,2.8724,4.0837,-1.125,1.11,-0.78431,1.7429,2.3645,-1.2867,-1.3061,-0.69644,-1.1908,-1.9216,-0.29997,1.2187,-0.023711,0.058102,-0.61187,-0.10146,0.048732,-1.6141,0.11998,1.1505,1.5689,1.1703,-1.7374,2.0312,0.81309
6.2621,-1.8,1.7525,4.4197,-1.0527,-1.529,1.7302,1.6387,-1.2349,-0.97187,-0.098122,-1.8971,-1.1069,0.21061,0.70143,3.1736,1.7447,-1.3637,-0.058007,0.0479,0.43904,1.6834,-0.6479,-0.25899,-0.6768,-1.406,-1.1472,-0.53478,-1.7251,-1.5768
0.78993,1.2464,3.098,-1.9999,2.7807,7.7027,7.4727,-6.1172,-2.6673,0.25915,-1.8827,-4.2246,-0.31381,-2.9394,0.48684,0.023167,1.0069,-0.60953,-0.88635,0.74476,-0.88455,0.2712,-0.10628,0.2759,0.49358,1.1542,-0.60663,0.36534,0.43917,-2.0212
-4.286,-0.65376,0.10895,4.0575,4.962,2.8834,0.73103,2.7974,0.93984,-1.6374,1.6057,4.0413,1.6963,2.5224,-0.40372,2.1035,-2.024,-2.9884,3.9682,0.57837,-0.78771,-1.0833,-0.66474,-0.58718,-1.6612,-0.55357,0.64472,0.62031,3.0269,-0.33097
-1.5376,0.77657,-1.7626,3.9261,4.4404,-0.54428,0.73103,1.9681,-0.11551,-0.62465,-0.72689,-2.0818,-0.57413,1.5939,0.41582,0.71428,-0.0061093,1.116,-1.7071,0.05509,0.059358,1.4257,1.6232,1.062,-0.97426,1.825,1.2897,-1.2132,2.5095,-0.68117
-2.2505,-0.41595,-1.9955,2.7797,-0.36548,2.0525,1.1227,4.1306,1.3088,-0.43508,-0.48377,0.81124,-0.48552,-1.2708,-0.40403,-0.26601,-1.5178,-0.98918,2.2139,0.37005,-0.90984,-1.1516,-1.0972,1.6689,-1.3796,-1.2454,1.5737,1.7532,0.49146,-1.0866
-1.0112,-2.8446,5.0166,1.7006,-5.4381,2.1794,-1.4842,-1.0007,1.9437,-0.0095241,-1.7752,-2.0028,-0.52008,0.33475,-1.1004,2.134,-1.5948,2.2106,0.51368,-0.75966,-3.9243,0.63338,-0.26299,0.46136,2.1874,1.8679,1.2981,1.1656,0.11562,1.3512
-2.5967,-2.4805,2.9202,0.94869,-5.0307,0.41637,-0.80206,0.081457,-1.7377,0.057799,-0.97082,-1.419,0.058196,0.96991,-2.3835,-0.98758,0.45404,2.328,-1.0591,-0.51866,0.60713,-0.37379,0.98131,0.31658,2.388,-2.439,-1.2562,-0.69747,-0.88158,3.6499
6.4346,1.656,8.7467,-1.0257,0.5364,2.6729,0.052521,-3.9516,-0.84149,2.1507,-1.6372,-1.8194,1.3333,-2.376,-2.6164,0.68997,-3.3085,-2.154,-0.49826,-1.5476,-0.019637,-0.064146,2.3928,2.3266,-1.7127,-1.7563,-0.90498,4.0906,0.68894,-1.7192
